Variables,MODEL_1,MODEL_2,MODEL_3,MODEL_4,MODEL_5,MODEL_6,MODEL_7,MODEL_8
Age (years),0.0201155907496991,0.0164002547654127,0.0195509974675889,0.0206064771990002,0.0162241767522355,0.0171857010420433,0.019526222450331,0.0165703028450432
Female,-0.170671186394288,-0.160149435119657,-0.0771696304180097,-0.127488739976678,-0.155802798551938,-0.110268487458452,-0.0654399016237219,-0.11842135851419
NYHA Class,0.334719288462329,0.310912921455746,0.341848194572612,0.305685263089389,0.306350447967016,0.311717145892162,0.331316104931643,0.318324680038136
Ejection fraction (%),-0.150465629940738,-0.0284779593967651,-0.130409738772626,-0.155264663429243,-0.0166988055726938,-0.0392939312774745,-0.123512306117321,-0.0194710529560517
Furosemide Dose 1,0.0980649412827936,0.0566681279683099,0.040816390805649,0.103915407612559,0.0741538235344031,0.0549191649567521,0.043858571009328,0.0613215136500583
Furosemide Dose 2,0.951661675805611,0.883815518556558,0.897941725190364,0.948699712274234,0.901459713308926,0.89012201623441,0.899103118110287,0.900662701121174
Furosemide Dose 3,1.3026950559242,1.20750237590631,1.22537881215082,1.28921954095017,1.22675716991255,1.20840660540813,1.22818020239189,1.22533744105706
Statin,-0.0603754233986919,-0.0280297292542579,-0.0754303381262158,-0.0309629549770855,-0.0219145883153824,-0.0431427373676637,-0.0628225849172547,-0.042605567247587
Sodium (mmol/L),-0.0137397663539652,-0.0180699026222413,-0.00493477655527585,-0.0150004412072609,-0.0186065677831267,-0.0110024684444242,-0.00605711388224717,-0.0110298031503197
eGFR in mL/min/1.73m²,-0.00126069822809883,0.00412630932126464,0.00323837032534713,-0.000759323736928336,0.00424612182196811,0.00586469767528956,0.00333937840123283,0.00603440684983517
Hemoglobin (g/dL),-0.160858009615152,-0.118040349375365,-0.126397445959661,-0.151902619081649,-0.119985258924088,-0.102135269934035,-0.12679339372331,-0.10753888443336
ACEi/ARB,-0.164326625664034,-0.113866940597293,-0.135835582772552,-0.136595778390492,-0.115989652022976,-0.102719622650141,-0.130682325594014,-0.116214425618334
Betablockers,-0.301483971522499,-0.445381617518053,-0.169119528883689,-0.303116788419709,-0.457780663156342,-0.308205106811049,-0.182109212219833,-0.328710928059069
log(HF Duration in months),0.0644383885123801,0.0726676708081729,0.0596393464472973,0.0635440952608115,0.0744037705239335,0.0690682806786653,0.0602760385560039,0.0715333072683037
Diabetes Mellitus,0.039129806377792,0.122147756807229,-0.00351917817749619,0.0458973256767451,0.132057319514026,0.0735385627236312,0.00568772437340868,0.0808871279294582
Hospitalisation Prev. Year,0.225599725838078,0.208498439048156,0.243496744123807,0.207426765198502,0.205033104389952,0.23225289146809,0.236208501239944,0.232860008998116
MRA,0.0306764102330804,0.0196929160902228,0.0491505959272091,0.0392011240379605,0.0297855692573575,0.029882306586379,0.0577584293965265,0.0433653008013964
ICD,0.160157197097005,0.141813530440021,0.135065002632954,0.158961228188373,0.147388779880761,0.138521454184016,0.138571820048957,0.141082728179547
CRT,-0.0550036473396641,-0.0984554485276086,-0.0591356036234094,-0.0904389020055839,-0.0952623624012619,-0.0881272145516395,-0.0639352168066158,-0.0705466633996355
ARNI,-0.410622257828108,-0.39435812169759,-0.348706372785628,-0.433331210984586,-0.407980027105519,-0.358278171575345,-0.360472342751261,-0.361007275636794
log(NT-proBNP in pg/mL),0,0.310821499846696,0,0,0.31252592887485,0.251109205436924,0,0.260513487761593
log(hs-cTnT in ng/L),0,0,0.348760538521632,0,0,0.12385178842183,0.371754303077435,0.15231727265517
Squared log(hs-cTnT in ng/L),0,0,0.00838474734353646,0,0,0.0188707551226954,0.00435876646482909,0.0159896765423121
ST2_div_10,0,0,0,0.0221649204919524,-0.0234876416397125,0,-0.00921419931301895,-0.0370615540539661
Squared ST2_div_10,0,0,0,0.000196318261710323,0.00131487665509241,0,0.000798254678843659,0.00150017845184886
SGLT2i,-0.127833371509885,-0.127833371509885,-0.127833371509885,-0.127833371509885,-0.127833371509885,-0.127833371509885,-0.127833371509885,-0.127833371509885
Sum_Product,-2.65017068608352,-0.301245023743421,0.50261205876042,-2.57160118063923,-0.435025794768815,1.22716555489002,0.365738542100286,1.17269095248112
One_year_survival,0.933925914825234,0.935243234968773,0.935011482466844,0.935422057295487,0.936848491923247,0.935757314811495,0.936427142751484,0.937358469087848
Two_year_survival,0.883218872272341,0.885279357332312,0.884921755307438,0.885756024663648,0.888008386081363,0.886112876096015,0.887345497108133,0.888855265428568
Three_year_survival,0.849254816530149,0.851805828300578,0.851246709780295,0.852396896577014,0.855160506218126,0.852770044112082,0.854227534446191,0.856130923899638
Four_year_survival,0.822394325770271,0.825311068319381,0.824457852560051,0.825850891680751,0.82896101028164,0.826279758754417,0.827695033408673,0.829912142147392
Five_year_survival,0.79950398634941,0.802721134419784,0.801485155656927,0.803215889153662,0.80656980150113,0.80360780076264,0.804928576970791,0.807424394132014
